Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,DayOfWeek,Quarter,IsWeekend,Profit_Margin,Revenue_Per_Unit,Retailer_enc,Region_enc,State_enc,City_enc,Product_enc,Target
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,55.0,1000,55000,16500,Outlet,3,3,1,0,30.0,55.0,1,1,31,35,1,2
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,55.0,1000,55000,16500,Outlet,4,0,2,0,30.0,55.0,4,1,31,35,1,2
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,65.0,1000,65000,16250,Outlet,4,4,2,0,25.0,65.0,4,1,31,35,3,2
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,70.0,1000,70000,17500,Outlet,4,6,2,1,25.0,70.0,4,1,31,35,3,2
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,55.0,1000,55000,16500,Outlet,5,0,2,0,30.0,55.0,4,1,31,35,1,2
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,70.0,1000,70000,17500,Outlet,7,5,3,1,25.0,70.0,4,1,31,35,3,2
Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,50.0,1000,50000,25000,Outlet,8,6,3,1,50.0,50.0,4,2,42,22,3,2
Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,60.0,1000,60000,27000,In-store,9,1,3,0,45.0,60.0,3,3,8,31,2,0
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,55.0,975,53625,16088,Outlet,4,1,2,0,30.0,55.0,4,1,31,35,1,2
Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,70.0,975,68250,17063,Outlet,5,5,2,1,25.0,70.0,4,1,31,35,3,2
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,50.0,975,48750,24375,Outlet,8,5,3,1,50.0,50.0,4,2,42,22,3,2
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,60.0,975,58500,23400,Outlet,1,2,1,0,40.0,60.0,5,4,4,46,2,2
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,65.0,975,63375,22181,Outlet,1,0,1,0,35.0,65.0,5,4,4,46,2,2
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,55.0,975,53625,16088,Outlet,2,3,1,0,30.0,55.0,5,4,4,46,2,2
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,60.0,975,58500,8775,Outlet,2,4,1,0,15.0,60.0,5,4,4,46,1,2
Sports Direct,1197831,2021-09-18,South,Texas,Dallas,Women's Street Footwear,45.0,975,43875,17550,Outlet,9,5,3,1,40.0,45.0,3,2,42,15,5,2
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,50.0,975,48750,19500,Outlet,9,4,3,0,40.0,50.0,3,2,42,15,5,2
Sports Direct,1185732,2020-10-05,Southeast,Florida,Miami,Men's Street Footwear,60.0,975,58500,26325,In-store,10,0,4,0,45.0,60.0,3,3,8,31,2,0
Sports Direct,1197831,2021-04-17,South,Tennessee,Knoxville,Women's Street Footwear,40.0,975,39000,17550,Outlet,4,5,2,1,45.0,40.0,3,2,41,25,5,2
Sports Direct,1197831,2021-09-08,South,Alabama,Birmingham,Women's Street Footwear,45.0,975,43875,21938,Outlet,9,2,3,0,50.0,45.0,3,2,0,6,5,2
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,975,34125,15356,Online,4,1,2,0,45.0,35.0,1,3,39,10,2,1
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Street Footwear,55.0,975,53625,24131,Online,10,3,4,0,45.0,55.0,1,3,39,10,2,1
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,975,34125,13650,Online,2,3,1,0,40.0,35.0,3,3,39,10,2,1
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,70.0,975,68250,27300,Online,12,3,4,0,40.0,70.0,3,3,32,11,2,1
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,40.0,950,38000,13300,Outlet,1,1,1,0,35.0,40.0,1,1,31,35,5,2
Foot Locker,1185732,2020-01-27,Northeast,New York,New York,Women's Street Footwear,40.0,950,38000,13300,Outlet,1,0,1,0,35.0,40.0,1,1,31,35,5,2
Foot Locker,1185732,2020-01-30,Northeast,New York,New York,Women's Apparel,50.0,950,47500,11875,Outlet,1,3,1,0,25.0,50.0,1,1,31,35,3,2
Foot Locker,1185732,2020-02-05,Northeast,New York,New York,Women's Apparel,50.0,950,47500,11875,Outlet,2,2,1,0,25.0,50.0,1,1,31,35,3,2
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,50.0,950,47500,16625,Outlet,3,3,1,0,35.0,50.0,1,1,31,35,5,2
Foot Locker,1185732,2020-03-18,Northeast,New York,New York,Women's Street Footwear,50.0,950,47500,16625,Outlet,3,2,1,0,35.0,50.0,1,1,31,35,5,2
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,55.0,950,52250,18288,Outlet,5,1,2,0,35.0,55.0,4,1,31,35,5,2
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,40.0,950,38000,19000,Outlet,8,0,3,0,50.0,40.0,4,2,42,22,3,2
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,40.0,950,38000,13300,Outlet,8,1,3,0,35.0,40.0,4,2,42,22,2,2
Walmart,1197831,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,45.0,950,42750,14963,Outlet,8,2,3,0,35.0,45.0,4,2,42,22,1,2
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,40.0,950,38000,13300,Outlet,8,0,3,0,35.0,40.0,4,2,42,22,2,2
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,45.0,950,42750,14963,Outlet,8,1,3,0,35.0,45.0,4,2,42,22,1,2
Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,45.0,950,42750,14963,Outlet,10,0,4,0,35.0,45.0,4,2,42,22,2,2
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,45.0,950,42750,14963,Outlet,10,1,4,0,35.0,45.0,4,2,42,22,1,2
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,45.0,950,42750,17100,Outlet,4,6,2,1,40.0,45.0,2,4,4,28,2,2
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,50.0,950,47500,21375,Outlet,4,4,2,0,45.0,50.0,3,2,41,25,5,2
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Street Footwear,65.0,950,61750,27788,In-store,7,3,3,0,45.0,65.0,5,1,31,0,2,0
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Street Footwear,50.0,950,47500,19000,Online,6,4,2,0,40.0,50.0,3,3,32,11,2,1
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,45.0,945,42525,17010,Online,5,6,2,1,40.0,45.0,3,3,32,11,2,1
Foot Locker,1185732,2020-01-26,Northeast,New York,New York,Men's Athletic Footwear,50.0,925,46250,13875,Outlet,1,6,1,1,30.0,50.0,1,1,31,35,1,2
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,55.0,925,50875,15263,Outlet,2,4,1,0,30.0,55.0,1,1,31,35,1,2
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,50.0,925,46250,16188,Outlet,3,4,1,0,35.0,50.0,1,1,31,35,5,2
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,60.0,925,55500,16650,Outlet,3,5,1,1,30.0,60.0,1,1,31,35,0,2
Foot Locker,1185732,2020-03-31,Northeast,New York,New York,Women's Athletic Footwear,50.0,925,46250,16188,Outlet,3,1,1,0,35.0,50.0,1,1,31,35,4,2
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,50.0,925,46250,16188,Outlet,4,1,2,0,35.0,50.0,4,1,31,35,5,2
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,30.0,925,27750,9713,Outlet,8,2,3,0,35.0,30.0,4,2,42,22,2,2
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,40.0,925,37000,12950,Outlet,8,3,3,0,35.0,40.0,4,2,42,22,1,2
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,40.0,925,37000,12950,Outlet,8,6,3,1,35.0,40.0,4,2,42,22,2,2
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,45.0,925,41625,14569,Outlet,8,0,3,0,35.0,45.0,4,2,42,22,1,2
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,70.0,925,64750,12950,Outlet,1,1,1,0,20.0,70.0,5,4,4,46,1,2
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,55.0,925,50875,15263,Outlet,1,6,1,1,30.0,55.0,5,4,4,46,2,2
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,60.0,925,55500,8325,Outlet,1,0,1,0,15.0,60.0,5,4,4,46,1,2
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,60.0,925,55500,27750,In-store,9,1,3,0,50.0,60.0,1,3,8,31,3,0
Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,55.0,925,50875,25438,Outlet,9,1,3,0,50.0,55.0,3,2,0,6,5,2
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Street Footwear,65.0,925,60125,27056,In-store,8,0,3,0,45.0,65.0,5,1,31,0,2,0
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,50.0,925,46250,18500,Online,7,1,3,0,40.0,50.0,5,4,11,7,5,1
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Women's Street Footwear,50.0,925,46250,18500,Online,8,6,3,1,40.0,50.0,1,4,11,7,5,1
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,60.0,925,55500,27750,Online,8,4,3,0,50.0,60.0,1,3,39,10,3,1
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,55.0,925,50875,22894,Online,11,5,4,1,45.0,55.0,1,3,39,10,2,1
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,925,32375,12950,Online,1,2,1,0,40.0,35.0,3,3,39,10,2,1
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,55.0,925,50875,20350,Online,9,3,3,0,40.0,55.0,3,3,32,11,2,1
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,55.0,920,50600,17710,Outlet,4,2,2,0,35.0,55.0,4,1,31,35,5,2
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,30.0,920,27600,11040,Online,3,1,1,0,40.0,30.0,3,3,32,11,2,1
Foot Locker,1185732,2020-01-05,Northeast,New York,New York,Men's Apparel,60.0,900,54000,16200,In-store,1,6,1,1,30.0,60.0,1,1,31,35,0,0
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Men's Athletic Footwear,50.0,900,45000,13500,Outlet,1,2,1,0,30.0,50.0,1,1,31,35,1,2
Foot Locker,1185732,2020-01-23,Northeast,New York,New York,Men's Apparel,60.0,900,54000,16200,Outlet,1,3,1,0,30.0,60.0,1,1,31,35,0,2
Foot Locker,1185732,2020-02-01,Northeast,New York,New York,Men's Athletic Footwear,50.0,900,45000,13500,Outlet,2,5,1,1,30.0,50.0,1,1,31,35,1,2
Foot Locker,1185732,2020-02-02,Northeast,New York,New York,Women's Street Footwear,40.0,900,36000,12600,Outlet,2,6,1,1,35.0,40.0,1,1,31,35,5,2
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,50.0,900,45000,15750,Outlet,2,5,1,1,35.0,50.0,1,1,31,35,5,2
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,50.0,900,45000,15750,Outlet,3,5,1,1,35.0,50.0,1,1,31,35,4,2
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,60.0,900,54000,16200,Outlet,3,6,1,1,30.0,60.0,1,1,31,35,0,2
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,50.0,900,45000,15750,Outlet,3,4,1,0,35.0,50.0,1,1,31,35,4,2
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,60.0,900,54000,16200,Outlet,4,4,2,0,30.0,60.0,4,1,31,35,0,2
Walmart,1185732,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,50.0,900,45000,15750,Outlet,4,2,2,0,35.0,50.0,4,1,31,35,4,2
Walmart,1185732,2020-04-23,Northeast,New York,New York,Men's Apparel,60.0,900,54000,16200,Outlet,4,3,2,0,30.0,60.0,4,1,31,35,0,2
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,55.0,900,49500,17325,Outlet,4,3,2,0,35.0,55.0,4,1,31,35,4,2
Walmart,1185732,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,55.0,900,49500,17325,Outlet,5,2,2,0,35.0,55.0,4,1,31,35,4,2
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,65.0,900,58500,17550,Outlet,5,3,2,0,30.0,65.0,4,1,31,35,0,2
Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,25.0,900,22500,7875,Outlet,7,6,3,1,35.0,25.0,3,1,31,35,2,2
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,35.0,900,31500,11025,Outlet,7,0,3,0,35.0,35.0,3,1,31,35,1,2
Sports Direct,1197831,2020-08-06,South,Texas,Houston,Men's Street Footwear,30.0,900,27000,9450,Outlet,8,3,3,0,35.0,30.0,3,2,42,22,2,2
Sports Direct,1197831,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,40.0,900,36000,12600,Outlet,8,4,3,0,35.0,40.0,3,2,42,22,1,2
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,50.0,900,45000,22500,Outlet,9,4,3,0,50.0,50.0,4,2,42,22,3,2
Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,50.0,900,45000,15750,Outlet,9,0,3,0,35.0,50.0,4,2,42,22,5,2
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,45.0,900,40500,14175,Outlet,10,1,4,0,35.0,45.0,4,2,42,22,2,2
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,45.0,900,40500,14175,Outlet,10,2,4,0,35.0,45.0,4,2,42,22,1,2
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,55.0,900,49500,24750,Outlet,10,5,4,1,50.0,55.0,4,2,42,22,3,2
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,60.0,900,54000,21600,Outlet,12,3,4,0,40.0,60.0,5,4,4,46,2,2
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,45.0,900,40500,16200,Outlet,4,0,2,0,40.0,45.0,2,4,4,28,2,2
Kohl's,1189833,2021-05-01,West,California,Los Angeles,Men's Street Footwear,50.0,900,45000,18000,Outlet,5,5,2,1,40.0,50.0,2,4,4,28,2,2
Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,50.0,900,45000,18000,Outlet,5,1,2,0,40.0,50.0,2,4,4,28,2,2
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,55.0,900,49500,12375,Outlet,5,2,2,0,25.0,55.0,2,4,4,28,1,2
West Gear,1185732,2020-09-12,Southeast,Florida,Miami,Men's Athletic Footwear,60.0,900,54000,18900,In-store,9,5,3,1,35.0,60.0,5,3,8,31,1,0
West Gear,1185732,2020-09-18,Southeast,Florida,Miami,Men's Athletic Footwear,60.0,900,54000,18900,In-store,9,4,3,0,35.0,60.0,5,3,8,31,1,0
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,90.0,900,81000,24300,In-store,7,4,3,0,30.0,90.0,4,3,8,39,2,0
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,45.0,900,40500,18225,In-store,2,2,1,0,45.0,45.0,5,3,8,39,2,0
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,900,54000,27000,In-store,7,3,3,0,50.0,60.0,3,0,21,18,2,0
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.0,900,54000,18900,Online,7,0,3,0,35.0,60.0,1,3,39,10,1,1
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.0,900,54000,18900,Online,8,4,3,0,35.0,60.0,1,3,39,10,1,1
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Men's Street Footwear,65.0,900,58500,23400,Online,7,4,3,0,40.0,65.0,0,0,34,14,2,1
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,60.0,875,52500,15750,Outlet,2,0,1,0,30.0,60.0,1,1,31,35,0,2
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,65.0,875,56875,17063,Outlet,4,5,2,1,30.0,65.0,4,1,31,35,0,2
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,65.0,875,56875,17063,Outlet,5,4,2,0,30.0,65.0,4,1,31,35,0,2
Sports Direct,1197831,2020-07-31,South,Texas,Houston,Men's Street Footwear,30.0,875,26250,9188,Outlet,7,4,3,0,35.0,30.0,3,2,42,22,2,2
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,60.0,875,52500,18375,Outlet,12,4,4,0,35.0,60.0,5,4,4,46,2,2
West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Apparel,80.0,875,70000,14000,Outlet,1,0,1,0,20.0,80.0,5,4,4,46,3,2
West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,65.0,875,56875,11375,Outlet,1,2,1,0,20.0,65.0,5,4,4,46,1,2
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,55.0,875,48125,14438,Outlet,1,5,1,1,30.0,55.0,5,4,4,46,2,2
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,60.0,875,52500,7875,Outlet,1,6,1,1,15.0,60.0,5,4,4,46,1,2
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,55.0,875,48125,14438,Outlet,2,4,1,0,30.0,55.0,5,4,4,46,2,2
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,60.0,875,52500,7875,Outlet,2,5,1,1,15.0,60.0,5,4,4,46,1,2
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,55.0,875,48125,24063,Outlet,9,2,3,0,50.0,55.0,3,2,42,15,3,2
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.0,875,48125,16844,In-store,5,6,2,1,35.0,55.0,3,3,8,31,1,0
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Women's Apparel,70.0,875,61250,30625,In-store,5,6,2,1,50.0,70.0,1,3,8,31,3,0
Sports Direct,1197831,2021-04-14,South,Tennessee,Knoxville,Women's Apparel,50.0,875,43750,24063,Outlet,4,2,2,0,55.0,50.0,3,2,41,25,3,2
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,55.0,875,48125,28875,Outlet,9,6,3,1,60.0,55.0,3,2,0,6,3,2
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Street Footwear,60.0,875,52500,23625,In-store,6,3,2,0,45.0,60.0,5,1,31,0,2,0
West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Street Footwear,65.0,875,56875,25594,In-store,12,2,4,0,45.0,65.0,5,1,31,0,2,0
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,875,43750,21875,In-store,7,5,3,1,50.0,50.0,2,4,49,12,2,0
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,875,52500,26250,In-store,8,0,3,0,50.0,60.0,3,0,21,18,2,0
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.0,875,52500,18375,Online,12,6,4,1,35.0,60.0,1,3,39,10,1,1
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Men's Street Footwear,30.0,875,26250,10500,Online,4,5,2,1,40.0,30.0,3,3,32,11,2,1
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Apparel,70.0,875,61250,30625,Online,7,4,3,0,50.0,70.0,3,3,32,11,3,1
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Street Footwear,45.0,875,39375,15750,Online,10,0,4,0,40.0,45.0,3,3,32,11,2,1
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Men's Street Footwear,65.0,875,56875,22750,Online,8,1,3,0,40.0,65.0,0,0,34,14,2,1
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Street Footwear,45.0,870,39150,17618,In-store,3,0,1,0,45.0,45.0,5,1,31,0,2,0
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Street Footwear,55.0,870,47850,21533,In-store,5,5,2,1,45.0,55.0,5,1,31,0,2,0
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,45.0,850,38250,13388,In-store,1,5,1,1,35.0,45.0,1,1,31,35,4,0
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,50.0,850,42500,14875,Outlet,2,6,1,1,35.0,50.0,1,1,31,35,4,2
Sports Direct,1197831,2020-07-25,South,Texas,Houston,Men's Street Footwear,25.0,850,21250,7438,Outlet,7,5,3,1,35.0,25.0,3,2,42,22,2,2
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,35.0,850,29750,10413,Outlet,7,6,3,1,35.0,35.0,3,2,42,22,1,2
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,45.0,850,38250,13388,Outlet,9,5,3,1,35.0,45.0,4,2,42,22,2,2
Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,45.0,850,38250,13388,Outlet,9,6,3,1,35.0,45.0,4,2,42,22,1,2
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,55.0,850,46750,23375,Outlet,9,3,3,0,50.0,55.0,4,2,42,22,3,2
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,55.0,850,46750,23375,Outlet,10,6,4,1,50.0,55.0,4,2,42,22,3,2
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,50.0,850,42500,14875,Outlet,10,2,4,0,35.0,50.0,4,2,42,22,5,2
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,50.0,850,42500,14875,Outlet,11,4,4,0,35.0,50.0,5,4,4,46,2,2
Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,55.0,850,46750,11688,Outlet,5,6,2,1,25.0,55.0,2,4,4,28,1,2
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,50.0,850,42500,17000,Outlet,5,4,2,0,40.0,50.0,2,4,4,28,2,2
Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,55.0,850,46750,11688,Outlet,5,5,2,1,25.0,55.0,2,4,4,28,1,2
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,60.0,850,51000,28050,Outlet,9,1,3,0,55.0,60.0,3,2,42,15,3,2
Foot Locker,1185732,2020-08-07,West,Washington,Seattle,Men's Athletic Footwear,45.0,850,38250,13388,In-store,8,4,3,0,35.0,45.0,1,4,46,47,1,0
Foot Locker,1185732,2020-08-08,West,Washington,Seattle,Women's Street Footwear,35.0,850,29750,7438,In-store,8,5,3,1,25.0,35.0,1,4,46,47,5,0
Foot Locker,1185732,2020-08-11,Southeast,Florida,Miami,Women's Apparel,45.0,850,38250,19125,In-store,8,1,3,0,50.0,45.0,1,3,8,31,3,0
Foot Locker,1185732,2020-08-17,Southeast,Florida,Miami,Women's Apparel,45.0,850,38250,19125,In-store,8,0,3,0,50.0,45.0,1,3,8,31,3,0
Foot Locker,1185732,2020-09-24,Southeast,Florida,Miami,Men's Athletic Footwear,50.0,850,42500,14875,In-store,9,3,3,0,35.0,50.0,1,3,8,31,1,0
Sports Direct,1185732,2020-10-10,Southeast,Florida,Miami,Women's Apparel,70.0,850,59500,29750,In-store,10,5,4,1,50.0,70.0,3,3,8,31,3,0
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Street Footwear,95.0,850,80750,24225,In-store,8,1,3,0,30.0,95.0,4,3,8,39,2,0
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,45.0,850,38250,17213,In-store,1,1,1,0,45.0,45.0,5,3,8,39,2,0
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Street Footwear,55.0,850,46750,21038,In-store,9,2,3,0,45.0,55.0,5,1,31,0,2,0
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Street Footwear,40.0,850,34000,17000,In-store,2,4,1,0,50.0,40.0,2,1,31,0,2,0
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,850,42500,21250,In-store,6,5,2,1,50.0,50.0,2,4,49,12,2,0
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,850,42500,21250,In-store,8,2,3,0,50.0,50.0,2,4,49,12,2,0
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,85.0,850,72250,25288,In-store,7,4,3,0,35.0,85.0,1,3,45,44,2,0
Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,850,51000,25500,In-store,12,2,4,0,50.0,60.0,3,0,21,18,2,0
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Street Footwear,85.0,850,72250,25288,In-store,7,4,3,0,35.0,85.0,5,4,36,42,2,0
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Street Footwear,95.0,850,80750,32300,Online,8,1,3,0,40.0,95.0,5,2,17,34,2,1
Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,60.0,850,51000,20400,Online,7,4,3,0,40.0,60.0,1,2,23,24,2,1
Foot Locker,1185732,2020-01-22,Northeast,New York,New York,Women's Athletic Footwear,45.0,825,37125,12994,Outlet,1,2,1,0,35.0,45.0,1,1,31,35,4,2
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,45.0,825,37125,12994,Outlet,2,0,1,0,35.0,45.0,1,1,31,35,4,2
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,60.0,825,49500,14850,Outlet,2,1,1,0,30.0,60.0,1,1,31,35,0,2
